smiles,new_descriptors_added
C=CCOC(=O)CCCCCC1CCCCC1,"['lactone', 'stone fruit']"
C=CCOC(=O)CCCCC1CCCCC1,"['lactone', 'fruit with pip', 'stone fruit', 'tropical fruit']"
C=CCOC(=O)C(CC)CC,"['red berry', 'chemical', 'lactone', 'stone fruit', 'fatty', 'solvent', 'oleaginous', 'cherry', 'dried fruit', 'fresh']"
C=CCOC(=O)CCCCCCCC,"['balsamic', 'floral', 'chemical', 'barrel aged alcohol', 'oleaginous', 'dairy', 'dried fruit', 'tropical fruit', 'alcoholic beverages', 'fermented drink', 'fermented', 'woody']"
C=CCCCCCCCCC(=O)OCC=C,"['balsamic', 'vegetal', 'lactone', 'oleaginous', 'dry vegetal', 'dried fruit', 'fresh', 'tropical fruit', 'coumarin', 'woody']"
CCCCCCC(=O)OCCCCC,"['balsamic', 'floral', 'chemical', 'vegetal', 'lactone', 'oleaginous', 'sweet', 'dry vegetal', 'green vegetal', 'dried fruit', 'fresh', 'fatty', 'tropical fruit', 'coumarin', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'woody', 'citrus']"
CCCCC(=O)OCCC(C)CCC=C(C)C,"['honeyed', 'bush flower', 'sweet']"
CCC(=O)OCc1ccc(OC)cc1,"['red berry', 'balsamic', 'lactone', 'stone fruit', 'cherry', 'woody', 'fresh']"
CCCCC(=O)OC1CC2CCC1(C)C2(C)C,"['vegetal', 'chemical', 'mint', 'dry vegetal', 'phenolic', 'wood', 'green vegetal', 'resinous', 'fresh', 'medicinal']"
CCCCCCCC(OC)OC,"['garden flower', 'balsamic', 'chemical', 'bush flower', 'barrel aged alcohol', 'vegetal', 'alcoholic beverages', 'sweet', 'fruity', 'green vegetal', 'woody', 'citrus']"
CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,"['oleaginous', 'fruity', 'woody', 'dried fruit', 'fatty']"
C=CC(C)(CCC=C(C)C)OC(=O)CCCCCCC,"['vegetal', 'green vegetal', 'fresh']"
CC(C)C(=O)OC(C)(C)CCc1ccccc1,"['garden flower', 'vegetal', 'stone fruit', 'sweet', 'dry vegetal', 'honeyed', 'green vegetal', 'fresh']"
CCCC(=O)OC(CC)c1ccccc1,"['bush flower', 'lactone', 'stone fruit']"
CCC(CC)COC(C)=O,"['chemical', 'fresh', 'solvent', 'fruit with pip', 'tropical fruit', 'fatty']"
CCOC(=O)CCc1ccco1,"['earthy', 'garden flower', 'barrel aged alcohol', 'vegetal', 'chemical', 'floral', 'sulphur', 'empyreumatic', 'cruciferous', 'green vegetal', 'fresh', 'tropical fruit', 'vegetable', 'root', 'alcoholic beverages']"
CCCCCCC#CC(=O)OCC,"['garden flower', 'vegetable', 'fresh aldehydic', 'vegetal', 'aldehydic', 'fresh', 'green vegetal', 'cucurbitacea', 'fatty']"
CCOC(=O)CCCc1ccccc1,"['stone fruit', 'empyreumatic']"
CCCCCCC(OC)OC,"['vegetal', 'green vegetal', 'citrus', 'fresh']"
CCCCCCOC(=O)CC(C)C,"['vegetal', 'red berry', 'fruit with pip', 'green vegetal']"
CCCCCCC1CC(OC(C)=O)CO1,"['lactone', 'stone fruit']"
CC(C)(Cc1ccccc1)OC=O,"['vegetal', 'garden flower', 'floral', 'bush flower', 'fresh', 'green vegetal']"
CCOC(=O)CCC1CCCCC1,"['lactone', 'fruit with pip', 'stone fruit', 'tropical fruit']"
CCC(C)(O)CCc1ccccc1,['bush flower']
C=C(C)CCCC(C)CCOC(=O)Cc1ccccc1,"['garden flower', 'bush flower', 'vegetal', 'honeyed', 'green vegetal', 'fresh']"
OCCCCCc1ccccc1,"['bush flower', 'fresh', 'fruity', 'citrus']"
CCCCCCCCC#CC(=O)OC,"['garden flower', 'cooked', 'vegetal', 'empyreumatic', 'dairy', 'green vegetal', 'fresh']"
CC(=O)c1cc(C)oc1C,"['malt', 'floral', 'animal', 'oleaginous', 'empyreumatic', 'fermented', 'phenolic', 'fruity', 'dried fruit', 'fatty']"
CCOCc1ccc(O)c(OC)c1,"['malt', 'balsamic', 'barrel aged alcohol', 'chemical', 'empyreumatic', 'dairy', 'medicinal', 'fresh', 'roasted', 'cocoa', 'solvent', 'alcoholic beverages', 'woody', 'smoked']"
CCOC(=O)CCSC,"['vegetable', 'mineral', 'cooked', 'vegetal', 'metal', 'sweet', 'empyreumatic', 'cooked sugar', 'tropical fruit']"
CC1CC(C)C(=O)C1=O,"['roasted', 'cooked', 'empyreumatic', 'oleaginous', 'fruity', 'cooked sugar', 'dried fruit', 'fatty']"
COC(=O)CCSC,"['earthy', 'vegetal', 'root', 'sulphur', 'cruciferous', 'green vegetal', 'fresh', 'alliaceous']"
Cc1nc(C)c(C)s1,"['malt', 'roasted', 'vegetal', 'sweet', 'empyreumatic', 'oleaginous', 'fermented', 'fruity', 'dried fruit', 'fatty']"
CCC(=O)CSC,"['earthy', 'mineral', 'vegetal', 'metal', 'sulphur', 'musty', 'cruciferous', 'fatty', 'root', 'fermented', 'woody', 'amine']"
CSc1ccc(C)o1,"['earthy', 'vegetable', 'roasted', 'root', 'vegetal', 'sulphur', 'empyreumatic', 'cruciferous']"
CC(C)CC(=O)OCc1ccco1,"['fruit with pip', 'stone fruit']"
c1coc(CSCc2ccco2)c1,"['malt', 'cooked', 'musty', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'woody', 'dried fruit', 'fatty']"
CC(=O)SCc1ccco1,"['vegetal', 'sulphur', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
COCc1ccco1,['empyreumatic']
CSC(=O)c1ccco1,"['vegetable', 'vegetal', 'sulphur', 'fermented', 'cruciferous']"
Cc1ccc(C=O)s1,"['red berry', 'cherry']"
CC1SCCC1=O,"['black fruit', 'empyreumatic']"
C=CC1(C)CCC(C(=C)C)O1,"['vegetal', 'wood', 'fruity', 'green vegetal', 'woody', 'resinous', 'citrus']"
Cc1cccc2nccnc12,"['vegetable', 'vegetal', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'dried fruit', 'fatty']"
Cc1cnc(C(C)C)cn1,"['vegetal', 'fatty', 'oleaginous', 'empyreumatic', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CC(C)Cc1cccnc1,"['vegetal', 'green vegetal', 'fresh']"
CCCCCC(=O)c1ccco1,"['vegetal', 'lactone', 'stone fruit', 'green vegetal', 'fresh']"
C=CCCCCCCCC(=O)O,"['vegetal', 'aldehydic', 'fresh', 'dairy', 'fermented', 'green vegetal']"
CC1=CCC(C(C)(C)OC(=O)c2ccccc2N)CC1,"['garden flower', 'tree flower', 'fermented', 'honeyed']"
CCC(C)C1CCCCC1=O,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'medicinal']"
C=C(C)C1CC=C(COC(C)=O)CC1,"['vegetal', 'garden flower', 'fresh', 'green vegetal']"
Cc1csc(C(C)C)n1,"['roasted', 'cooked', 'vegetal', 'lactone', 'fresh', 'stone fruit', 'sulphur', 'oleaginous', 'empyreumatic', 'fermented', 'green vegetal', 'dried fruit', 'fatty']"
CCOc1nccs1,"['cooked', 'vegetal', 'fresh', 'sulphur', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'green vegetal', 'dried fruit', 'fatty', 'alliaceous']"
CCCCOC(=O)C(C)CC,"['malt', 'chemical', 'vegetal', 'aldehydic', 'lactone', 'empyreumatic', 'aromatic plant', 'green vegetal', 'fruit with pip', 'fatty', 'fresh', 'roasted', 'fresh aldehydic', 'stone fruit', 'solvent']"
Cc1ccc(C=O)c(C)c1,"['red berry', 'balsamic', 'floral', 'cherry', 'fruity', 'woody']"
CCC(S)CS,"['vegetal', 'alliaceous', 'vegetable', 'cooked', 'sulphur', 'empyreumatic']"
CCCCCCCC1CC=CC(=O)O1,"['balsamic', 'vegetal', 'fresh', 'oleaginous', 'sweet', 'dry vegetal', 'fruity', 'woody', 'dried fruit', 'tropical fruit', 'coumarin']"
CCCCCCC1CCCCC(=O)O1,"['vegetal', 'lactone', 'stone fruit', 'dairy', 'aromatic plant', 'green vegetal']"
CCCCCC=CCCC=O,"['vegetal', 'sweet', 'tree flower', 'honeyed', 'green vegetal', 'citrus']"
CC(C)CC(=O)OC(C)C,"['floral', 'chemical', 'solvent', 'alcoholic beverages', 'fermented drink', 'dairy', 'fermented', 'fruit with pip', 'tropical fruit', 'fresh']"
CCc1nccnc1C(C)=O,"['vegetable', 'pyrazic', 'cooked', 'vegetal', 'oleaginous', 'empyreumatic', 'fermented', 'fruity', 'dried fruit', 'fatty']"
CSCCC(C)=O,"['mineral', 'vegetal', 'metal', 'dairy', 'fermented', 'amine']"
C=CCSSSC,"['vegetable', 'vegetal', 'sulphur', 'dairy']"
CC1=CC2=CC(=O)CCC2CC1,"['balsamic', 'vegetal', 'lactone', 'sweet', 'oleaginous', 'dry vegetal', 'dried fruit', 'fatty', 'tropical fruit', 'fresh', 'woody']"
CC(=O)CCS,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'alliaceous']"
CC(C)=C1CCC2(C)OC2C1=O,"['fruity', 'fruit with pip', 'tropical fruit']"
SCCc1cnccn1,"['vegetal', 'vegetable', 'cruciferous', 'cooked', 'sulphur', 'empyreumatic']"
Cc1ncc2c(n1)CSC2,"['pyrazic', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
CC1=CCCC(C)(C)C12CCC(C)O2,"['mineral', 'vegetal', 'chemical', 'metal', 'mint', 'dry vegetal', 'phenolic', 'green vegetal', 'medicinal']"
Cc1ccccc1OC(=O)C(C)C,['chemical']
CCCCC(=O)OCc1ccco1,"['cooked', 'empyreumatic', 'dairy', 'fermented', 'fruit with pip', 'cooked sugar']"
CC=C(C)C(=O)OCc1ccccc1,"['bush flower', 'floral', 'vegetal', 'musty', 'oleaginous', 'fruity', 'green vegetal', 'dried fruit', 'fatty', 'fresh', 'red berry', 'cherry', 'fermented', 'woody']"
COc1cnc(C)s1,"['vegetal', 'sulphur', 'cruciferous', 'green vegetal', 'fresh']"
CCNc1ccccc1C(=O)OCC,"['chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'fruit with pip']"
CCCCCCOC(=O)c1ccco1,"['vegetal', 'fruit with pip', 'fresh', 'green vegetal']"
CCCCCCCC(=O)OCc1ccco1,"['mineral', 'balsamic', 'vegetal', 'lactone', 'metal', 'oleaginous', 'empyreumatic', 'dry vegetal', 'cooked sugar', 'dried fruit', 'fresh', 'fatty', 'tropical fruit', 'coumarin', 'cooked', 'stone fruit', 'woody']"
CCn1cccc1C(C)=O,"['fruity', 'dried fruit', 'fatty', 'oleaginous', 'empyreumatic']"
CC(=O)CCSCCC(C)=O,"['vegetal', 'cooked', 'green vegetal', 'empyreumatic']"
CCCCCCCC1CC(C)OC1=O,"['vegetal', 'fresh', 'stone fruit', 'oleaginous', 'green vegetal', 'dairy', 'citrus', 'dried fruit']"
C=CCSC(=O)CC,"['vegetable', 'vegetal', 'sulphur', 'green vegetal']"
CC(C)=CC(=O)OCCc1ccccc1,"['floral', 'vegetal', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fresh']"
CSCCCC=O,"['vegetal', 'sulphur', 'cruciferous', 'alliaceous']"
CCOC(=O)c1ccoc1-c1ccccc1,"['red berry', 'cherry']"
CC(=O)OC1(C(C)=O)CCCCC1,"['bush flower', 'chemical', 'woody', 'spicy', 'oleaginous', 'honeyed', 'phenolic', 'medicinal', 'dried fruit', 'fatty']"
CCc1nc(C)c(C)o1,"['dairy', 'fermented', 'vegetal', 'fresh', 'green vegetal']"
CC(O)C(C)SC(C)C(C)S,"['cooked', 'empyreumatic']"
Cc1ccc(OC(=O)CC(C)C)cc1,"['vegetal', 'dry vegetal']"
C=C(C)C1CCC(C)C1C=O,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
CC(=O)CCc1ccc2c(c1)OCO2,"['red berry', 'cherry']"
CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2,"['balsamic', 'vegetal', 'sweet', 'wood', 'resinous']"
CSSCc1ccco1,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic']"
CCC(=O)SCc1ccco1,"['vegetable', 'roasted', 'vegetal', 'sulphur', 'empyreumatic']"
O=CSCc1ccco1,"['roasted', 'cooked', 'oleaginous', 'empyreumatic', 'fruity', 'dried fruit', 'fatty']"
SCc1cnccn1,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'sweet', 'empyreumatic', 'cruciferous', 'cooked sugar']"
CCCCCC(CO)C(C)=O,['fermented']
C=C=CC(C)C(=O)OCC,"['red berry', 'balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'peponide', 'alcoholic beverages', 'green vegetal', 'woody', 'fruit with pip', 'fresh']"
CCCCC(=O)C(CCC)Sc1ccoc1C,"['cooked', 'empyreumatic']"
Cc1occc1SC(C(=O)CC(C)C)C(C)C,"['vegetable', 'cooked', 'vegetal', 'sulphur', 'empyreumatic', 'fruity', 'citrus', 'alliaceous']"
C=C(CCCCC)C(C)=O,"['earthy', 'fermented', 'woody']"
C=CC(C)(CCC=C(C)C)OC(=O)CCC,"['lactone', 'fresh', 'stone fruit', 'lemony', 'honeyed', 'citrus', 'fruit with pip', 'tropical fruit']"
CC(S)C(=O)O,"['dairy', 'fermented', 'cooked', 'empyreumatic']"
CCC(=O)OC(C)(C)C1CC=C(C)CC1,"['garden flower', 'floral', 'vegetal', 'green vegetal', 'citrus', 'fresh']"
O=C(OCCc1ccccc1)c1ccccc1O,"['garden flower', 'bush flower', 'woody']"
CC(=O)OC1CCCCC1C(C)(C)C,"['chemical', 'vegetal', 'mint', 'phenolic', 'green vegetal', 'medicinal', 'fruit with pip', 'citrus']"
COC(OC)C(C)c1ccccc1,"['garden flower', 'vegetal', 'fresh', 'musty', 'fermented', 'fruity', 'honeyed', 'green vegetal', 'woody', 'citrus']"
COc1cc(CO)ccc1O,"['floral', 'vegetal', 'lactone', 'oleaginous', 'dairy', 'empyreumatic', 'dry vegetal', 'fruity', 'cooked sugar', 'dried fruit', 'fresh', 'fatty', 'tropical fruit', 'coumarin', 'cooked', 'woody']"
CC1CCC(C(C)C)OC(=O)C1,"['cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
CSCCCN=C=S,"['mineral', 'vegetal', 'root', 'metal', 'sulphur', 'cruciferous']"
C=CCc1ccc(OC(=O)c2ccccc2)c(OC)c1,"['chemical', 'woody', 'sweet', 'phenolic', 'medicinal']"
CC1=CC(=O)CC(C)(C)C1=O,"['vegetal', 'fresh', 'dry vegetal', 'fermented', 'fruity', 'honeyed', 'green vegetal', 'citrus']"
COC(OC)c1ccccc1,"['chemical', 'vegetal', 'fatty', 'alcoholic beverages', 'fermented drink', 'oleaginous', 'fermented', 'green vegetal', 'dried fruit', 'fresh']"
CCCCCC1=C(C)CCC1=O,['bush flower']
C=C(C)c1ccc(C)cc1,"['vegetal', 'chemical', 'oleaginous', 'empyreumatic', 'fruity', 'wood', 'medicinal', 'resinous', 'dried fruit', 'fatty', 'fresh', 'roasted', 'fermented', 'woody', 'citrus']"
CC1(C)C2CCC1(C)C(OC=O)C2,"['vegetal', 'chemical', 'sweet', 'mint', 'fermented', 'phenolic', 'wood', 'green vegetal', 'resinous', 'fresh']"
CCCC(C)S,"['cooked', 'sulphur', 'empyreumatic']"
CCCCCOC(=O)CCCC,"['chemical', 'fruit with pip', 'solvent', 'fresh']"
C=CCSSC,"['vegetable', 'vegetal', 'sulphur']"
CCCC(=O)SC,"['malt', 'vegetable', 'roasted', 'vegetal', 'sulphur', 'empyreumatic', 'dairy', 'fermented', 'cruciferous', 'alliaceous']"
CCC(C)COC(=O)CC(C)C,"['balsamic', 'floral', 'chemical', 'barrel aged alcohol', 'vegetal', 'animal', 'alcoholic beverages', 'fermented drink', 'sweet', 'dairy', 'fermented', 'green vegetal', 'woody', 'fruit with pip', 'fresh']"
CCCCCCCCC=CC=O,"['vegetal', 'green vegetal', 'citrus']"
C=Cc1ccc(O)cc1,"['chemical', 'fermented', 'cooked', 'empyreumatic']"
CCc1ccc(O)c(OC)c1,"['balsamic', 'chemical', 'empyreumatic', 'smoked']"
CCOC(=O)C(CC)Cc1ccccc1,"['vegetal', 'green vegetal', 'fresh']"
CCC(O)C(C)=O,"['cooked', 'sweet', 'empyreumatic', 'dairy', 'cooked sugar', 'fatty']"
c1ccc(CCCC2CCCO2)cc1,"['vegetal', 'aldehydic', 'lactone', 'empyreumatic', 'oleaginous', 'green vegetal', 'cooked sugar', 'dried fruit', 'fresh', 'vegetable', 'fresh aldehydic', 'cooked', 'stone fruit', 'honeyed', 'cucurbitacea']"
Cc1ncsc1C,"['amine', 'cooked', 'vegetal', 'fresh', 'oleaginous', 'empyreumatic', 'fruity', 'green vegetal', 'dried fruit', 'fatty']"
CCC(=O)C(=O)CC,"['sweet', 'empyreumatic', 'oleaginous', 'dairy', 'fruity', 'cooked sugar', 'dried fruit', 'fatty']"
CC(C)OC(=O)Cc1ccccc1,"['malt', 'roasted', 'cocoa', 'chemical', 'bush flower', 'fermented drink', 'empyreumatic', 'alcoholic beverages', 'fermented', 'honeyed']"
CCCCCCCCCCCC(=O)OCCCCC,"['chemical', 'floral', 'alcoholic beverages', 'fermented drink']"
CCOC(=O)CC(C)O,"['vegetal', 'fruit with pip', 'green vegetal']"
CCCCCCOC(=O)C(C)(C)C,"['vegetal', 'fermented', 'fruit with pip', 'fresh', 'green vegetal']"
CC(C)CC(=O)OCCCc1ccccc1,"['red berry', 'stone fruit']"
CC(C)C(=O)OCc1ccc2c(c1)OCO2,"['floral', 'stone fruit']"
CCCCC1CCCCC(=O)O1,"['balsamic', 'vegetal', 'oleaginous', 'dairy', 'empyreumatic', 'dry vegetal', 'aromatic plant', 'green vegetal', 'cooked sugar', 'dried fruit', 'tropical fruit', 'fresh', 'cooked', 'fermented', 'woody']"
CCCCCCCOC(=O)CCC,"['garden flower', 'vegetal', 'dry vegetal', 'honeyed', 'green vegetal']"
CC(C)c1ccc(CCC=O)cc1,"['garden flower', 'vegetal', 'peponide', 'green vegetal']"
CC(C)CC(O)Cc1ccccc1,"['dairy', 'vegetal', 'aromatic plant', 'fresh', 'green vegetal']"
CC(C)Cc1nccs1,"['mineral', 'vegetal', 'metal', 'fermented', 'green vegetal', 'fresh']"
CCC1=C(O)C(=O)CC1,"['balsamic', 'barrel aged alcohol', 'chemical', 'cooked', 'alcoholic beverages', 'empyreumatic', 'woody', 'cooked sugar']"
CC1=C(O)C(=O)OC1C,"['roasted', 'cooked', 'empyreumatic', 'cooked sugar']"
CCCCOC(C)OCCc1ccccc1,"['vegetal', 'green vegetal', 'fresh']"
C=C(C)c1cnccn1,"['malt', 'cooked', 'cocoa', 'sweet', 'empyreumatic', 'oleaginous', 'fruity', 'cooked sugar', 'dried fruit', 'fatty']"
CCCCC1OC(=O)CC1C,"['balsamic', 'vegetal', 'chemical', 'oleaginous', 'empyreumatic', 'dry vegetal', 'fruity', 'aromatic plant', 'green vegetal', 'medicinal', 'dried fruit', 'fatty', 'tropical fruit', 'fresh', 'phenolic']"
CCCCCCCCOC(=O)c1ccco1,"['mineral', 'vegetal', 'metal', 'fresh', 'musty', 'dairy', 'fermented', 'green vegetal', 'woody']"
CCCC(C)C(=O)OCC,"['vegetal', 'peponide', 'green vegetal', 'fruit with pip', 'tropical fruit']"
COC(=O)C(O)CC(C)C,"['floral', 'chemical', 'alcoholic beverages', 'fermented drink', 'fermented']"
CC(C=O)CCc1ccccc1,['fermented']
CCC1CCC(CC)O1,"['chemical', 'cooked', 'cooked sugar', 'fresh', 'empyreumatic']"
CC(C=O)Cc1ccc2c(c1)OCO2,"['garden flower', 'chemical', 'vegetal', 'peponide', 'dry vegetal', 'green vegetal', 'citrus', 'fatty']"
CCC(=O)c1nccs1,"['fruity', 'pyrazic', 'dried fruit', 'fatty', 'oleaginous', 'empyreumatic']"
CCCC(CCO)SC,"['vegetal', 'mineral', 'green vegetal', 'metal', 'fresh']"
COC(=O)CCCSC,"['vegetal', 'fatty', 'sulphur', 'oleaginous', 'empyreumatic', 'fermented', 'cruciferous', 'dried fruit', 'tropical fruit']"
CCC1CC(C)=C(O)C1=O,"['cooked', 'cooked sugar', 'sweet', 'empyreumatic']"
CC1CCC2C(C)(C)C3CC12CCC3(C)O,"['vegetal', 'wood', 'resinous']"
C=CCSC,"['vegetable', 'vegetal', 'sulphur']"
CCCCC(=O)OCC(C)C,"['chemical', 'fruit with pip', 'solvent', 'fresh']"
CCOc1ccc2c(C)cc(=O)oc2c1,"['balsamic', 'vegetal', 'lactone', 'fresh', 'oleaginous', 'sweet', 'dry vegetal', 'fruity', 'aromatic plant', 'green vegetal', 'woody', 'dried fruit', 'fatty']"
CCC(=O)OC1=C(C)CCC1=O,"['cooked', 'oleaginous', 'sweet', 'dairy', 'empyreumatic', 'fruity', 'cooked sugar', 'dried fruit', 'fatty']"
Cc1ccc2c(c1)CCCN2,"['balsamic', 'honeyed', 'phenolic', 'woody']"
CCCCCCCCOC(=O)c1ccccc1,"['woody', 'fatty', 'sweet']"
CCCCCCC1=CCCC1=O,"['vegetal', 'bush flower', 'dry vegetal', 'aromatic plant', 'green vegetal']"
CCCOC(C)OCCC,"['floral', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'phenolic', 'green vegetal', 'medicinal']"
CCCCCCC(=O)OCCC(C)C,"['fresh aldehydic', 'floral', 'chemical', 'aldehydic', 'vegetal', 'fresh', 'fatty', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'fruit with pip', 'tropical fruit']"
CCOc1ccc(C=O)cc1OC,['balsamic']
Cc1cccc(OC(=O)Cc2ccccc2)c1,"['honeyed', 'sweet']"
CCCCC(=O)OCCC,"['mineral', 'floral', 'chemical', 'metal', 'solvent', 'alcoholic beverages', 'fermented drink', 'fermented', 'fruit with pip', 'tropical fruit', 'fresh']"
C1SSCSSS1,"['earthy', 'fermented', 'woody', 'musty']"
C=C(CCC=C(C)C)C1CC=C(C)CC1,"['fruity', 'citrus']"
C=CCc1ccc(O)cc1,"['chemical', 'smoked', 'empyreumatic']"
C=CC(C)(C)C(=O)C=C(C)C,"['vegetal', 'honeyed', 'fruity', 'fresh', 'sweet', 'green vegetal']"
CC(=O)n1ccc2ccccc21,"['bush flower', 'sweet', 'tree flower', 'honeyed', 'fruity', 'woody']"
COc1ccccc1C(C)=O,"['chemical', 'fermented', 'floral', 'fresh']"
CC(C)CN=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous', 'green vegetal', 'fresh']"
CCCOC(=O)c1ccccc1O,"['vegetal', 'chemical', 'stone fruit', 'spicy', 'phenolic', 'green vegetal', 'medicinal', 'fresh']"
COc1ccccc1CO,"['balsamic', 'woody', 'fresh']"
CCC(S)CC,"['sulphur', 'empyreumatic']"
CCCc1ccccn1,"['amine', 'vegetal', 'fresh', 'oleaginous', 'empyreumatic', 'dry vegetal', 'fruity', 'green vegetal', 'dried fruit']"
CCCCCC(=O)CCCC(=O)O,"['dairy', 'fruity', 'lactone', 'stone fruit']"
CCCCCCCOC(=O)CCCCCC,"['fresh aldehydic', 'floral', 'chemical', 'aldehydic', 'vegetal', 'fresh', 'alcoholic beverages', 'fermented drink', 'green vegetal']"
CCCCCCCC(=O)OCCC,"['malt', 'balsamic', 'floral', 'vegetal', 'chemical', 'lactone', 'barrel aged alcohol', 'oleaginous', 'empyreumatic', 'sweet', 'dry vegetal', 'dried fruit', 'fresh', 'tropical fruit', 'coumarin', 'roasted', 'alcoholic beverages', 'fermented drink', 'fermented', 'woody']"
COC(=O)CCC(C)=O,"['cooked', 'vegetal', 'sweet', 'empyreumatic', 'green vegetal', 'cooked sugar', 'fresh']"
CCCCCN=C=S,"['earthy', 'vegetal', 'root', 'sulphur', 'cruciferous', 'green vegetal', 'fresh']"
OCc1cccs1,"['vegetable', 'chemical', 'vegetal', 'sulphur', 'solvent', 'empyreumatic', 'fresh']"
CC(C)c1ccccn1,"['vegetal', 'green vegetal', 'fresh']"
COc1ccc(C=O)c(O)c1,"['balsamic', 'woody']"
CCOC(OCC)c1ccccc1,"['vegetal', 'green vegetal', 'fresh']"
C=CCCCCO,"['vegetal', 'chemical', 'green vegetal', 'fresh', 'solvent']"
CCCCCCCCc1cccs1,"['fresh aldehydic', 'vegetal', 'aldehydic', 'fermented', 'green vegetal', 'fresh']"
CC(C)(C=O)Cc1ccccc1,"['vegetal', 'chemical', 'fatty', 'green vegetal']"
CCCCCCOC(=O)CCCC,"['vegetal', 'fatty', 'animal', 'green vegetal', 'fruit with pip', 'fresh']"
CC(C)C(=O)OC1CCCCC1,"['fruit with pip', 'tropical fruit']"
CCCCCCc1ccccn1,"['vegetal', 'oleaginous', 'fruity', 'green vegetal', 'dried fruit', 'fresh']"
CC(C)COC(Cc1ccccc1)OCC(C)C,"['malt', 'garden flower', 'roasted', 'bush flower', 'vegetal', 'empyreumatic', 'honeyed', 'green vegetal', 'fresh']"
CCc1ccc(OC)cc1,"['vegetal', 'fatty', 'oleaginous', 'dry vegetal', 'fruity', 'dried fruit', 'fresh']"
CSC(C)=O,"['pyrazic', 'vegetal', 'sulphur', 'empyreumatic', 'fermented', 'cruciferous']"
CCCCc1cccs1,"['empyreumatic', 'dairy']"
CCOc1ccc(C)cc1,['garden flower']
CCCCCOC(=O)c1ccco1,"['floral', 'chemical', 'cooked', 'fresh', 'alcoholic beverages', 'fermented drink', 'empyreumatic', 'cooked sugar', 'fatty']"
C=CCCCOC(C)=O,"['mineral', 'vegetal', 'metal', 'empyreumatic', 'green vegetal', 'fresh']"
CCCCCC(OC)OC,"['vegetal', 'empyreumatic', 'fermented', 'fruity', 'green vegetal', 'fruit with pip', 'fresh']"
CCC=C(C)C(=O)OCC,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'green vegetal', 'woody', 'tropical fruit', 'fresh']"
COc1ccccn1,"['vegetal', 'empyreumatic', 'dry vegetal', 'green vegetal', 'smoked', 'fresh']"
CCOC1(OCC)CCCCC1,"['balsamic', 'barrel aged alcohol', 'chemical', 'vegetal', 'solvent', 'alcoholic beverages', 'sweet', 'dry vegetal', 'phenolic', 'fresh', 'medicinal']"
CCc1ccc(C)o1,"['empyreumatic', 'chemical', 'sulphur', 'solvent']"
Cc1ccc(Oc2ccccc2)cc1,"['mineral', 'bush flower', 'vegetal', 'metal', 'green vegetal', 'fresh']"
C=CCCC(=O)OCC,"['cooked', 'chemical', 'vegetal', 'solvent', 'sweet', 'empyreumatic', 'green vegetal', 'cooked sugar', 'fresh']"
CCCCC(=O)OCCC(C)C,"['vegetal', 'lactone', 'fresh', 'stone fruit', 'green vegetal', 'fruit with pip', 'tropical fruit']"
CC(C)CCSSCCC(C)C,"['cooked', 'vegetal', 'sulphur', 'empyreumatic', 'green vegetal', 'fresh']"
O=CCOc1ccccc1,"['garden flower', 'vegetal', 'chemical', 'animal', 'phenolic', 'green vegetal', 'fatty']"
COc1ccc(C(OC)OC)cc1,"['garden flower', 'vegetal', 'green vegetal', 'fresh']"
CC(=O)OCc1ccc(C)cc1,"['garden flower', 'red berry', 'vegetal', 'cherry', 'green vegetal', 'fresh']"
CC(C)N=C=S,"['earthy', 'vegetable', 'vegetal', 'root', 'sulphur', 'cruciferous']"
CCCCCCCCCC(=O)OCCC(C)C,"['balsamic', 'floral', 'chemical', 'barrel aged alcohol', 'fresh', 'vegetal', 'fatty', 'alcoholic beverages', 'fermented drink', 'fermented', 'green vegetal', 'woody', 'tropical fruit']"
